word,phonotactic_probability,log_phonotactic_probability
ajmnfkd,5.273927871459037e-26,-58.20443700625732
arelizb4nu,2.0026467018224166e-66,-151.27614648099294
anib5mkld,1.1885093367512992e-44,-101.14104422803885
empiazlnu,6.9759764809167265e-53,-120.09453761351165
avmu84nr,9.404531105300924e-49,-110.5854779510938
medinfja4,9.56388856086697e-53,-119.77901553109402
adivf8umt,1.1021032548436068e-53,-121.93978952466283
arhievnk,1.2395658396985262e-41,-94.19122762372388
nehd5m1f,3.230153974743742e-45,-102.44379937843438
dlmv1r8fjk,3.6036380843928457e-41,-93.12404489858699
anewiuz,1.010690957606747e-46,-105.90828006433159
arviu5nq49b,1.461105473069209e-68,-156.1965930010509
ardenivm19b,1.5354877729506748e-65,-149.2391829466566
agilfexvm,5.761429529128434e-48,-108.77289883765813
cleiarvn,5.3366583877161145e-37,-83.52104875377402
aver4unq,2.120357522879565e-49,-112.07508483937521
amvu8fl,3.5223490175793113e-39,-88.54169052518688
adrfutiv,1.846919453326898e-43,-98.39763990793804
kret2lid1,1.5990681979729748e-53,-121.5675888453525
medfit2n,3.442123283162134e-42,-95.47248539129748
athienrfm,1.4224484733881566e-44,-100.96136442794995
anvi8m4f,1.1813483781757065e-49,-112.66001307723856
ediuvrn5l,1.4154037697862064e-51,-117.08442490263337
ainvezml,4.45692400684553e-41,-92.91152996922949
anixr5wef,3.5281597586234765e-56,-127.68398878749072
rewilmvd,3.0075601017034596e-34,-77.18676400918923
apnfx4,1.4886129282660394e-34,-77.89004839604272
antzi5u,1.0568631646573485e-45,-103.56102394255589
antuvi95mz,2.9282524905724563e-57,-130.1729444751604
alimbv1un,1.0768706426749799e-51,-117.35778046067261
giednv8m4,3.653099640697672e-51,-116.13626371885286
amvipu5n9,2.7410562066071148e-62,-141.75193244264406
almudenvi,7.980174153155527e-55,-124.56521987974523
gitenz,2.9508393770315722e-28,-63.390292939366866
avtsquler,9.8497096305788e-46,-103.63147230210568
anifbx4,6.9171458036486605e-46,-103.98491104930008
pandelv,5.704017905287124e-31,-69.63896706063277
adiu4mlke,4.02344060702628e-59,-134.4603830776731
gefainp19u,2.404182164107074e-65,-148.7908212553919
arifeu5mvq,9.582741005027523e-62,-140.50031209713683
afreunlk,1.2479132580630474e-40,-91.88193095698733
anfebiml,2.8204843904038466e-43,-97.9742503588979
afliveudntx,5.310988303272428e-55,-124.97240217559347
abmuli1z,8.5344207335322245e-50,-112.98514716529255
alzvxk5um,5.945653571275562e-45,-101.83366872433656
abvl4indmfx,7.347670303992477e-49,-110.83228625917086
tvibn2fu,5.290574307810255e-45,-101.95040237995113
agenmi,7.902287694222273e-41,-92.33883651365642
anmculvif,1.5762578404047174e-46,-105.46386069535443
anwilxtk,3.2745418317554147e-35,-79.40430029419176
hnbet0uf4,8.725644709196843e-53,-119.87074357115426
influzv1,1.3200803719152752e-44,-101.03605146917872
afrin9eu,2.488766598541123e-56,-128.03297796186365
aminfubk5rd,1.1943109634455135e-57,-131.0697808812018
adtvbuxi,3.777925511947212e-49,-111.49749450408925
ahfni5u19,5.223083111558777e-65,-148.01494318267603
amixnveqf,2.2023215497091946e-47,-107.43198731687282
ativen8f,1.6978523222764573e-52,-119.2050607231521
admsvn1xt,1.5779466215413683e-38,-87.04210913857531
alien9fx,1.6307842127695884e-51,-116.94277873144641
areciwjun,1.6178656985655885e-55,-126.1610723040761
armeibnvt,1.2204919852320233e-44,-101.11449004769933
amenil54,8.454808996758041e-60,-136.02037018811413
chinma,5.781773179163597e-31,-69.625427468776
ranipdvl,5.108440874646061e-35,-78.95958400972603
amnu9rfx5,1.1575782629228336e-55,-126.49584999622374
aerivu8t,2.8671933375415795e-55,-125.58884649455783
tifav4znlqm,9.343999666594704e-49,-110.59193516630359
cleairn,4.29131619814413e-34,-76.83129966981879
amicfurn,1.9095060958217807e-43,-98.3643143787002
adtimur9,1.6403192444139486e-54,-123.84470413755838
ahbieuv,3.0266158526370865e-47,-107.11405425569228
aifun5xl8,3.387733546038767e-62,-141.54011463832143
afd84iume,9.626440976409095e-66,-149.70610255680415
amebuixtn9,2.1460486367948688e-63,-144.2992325507427
edisfl5na,2.4057423774101596e-55,-125.76432157791109
artpen9lm,5.5145649456203405e-46,-104.21152151378588
del0fi54,2.5994661057485234e-55,-125.6868740346739
bremnadx,8.517832927456447e-35,-78.44831629754064
enraiv4um,6.2359531216526435e-58,-131.71960395986187
dmfnqrkv,8.768400527597048e-18,-39.27537726411951
adnscl9f4mq,6.342352418763098e-48,-108.6768347201159
alfwriuvz,1.0542759095677801e-44,-101.26088990209215
anieuwmlr,7.731253913465166e-53,-119.991738865338
alfibn4dm,1.3344636145945293e-46,-105.63038485343242
ad1svnxri,5.501400581842021e-50,-113.42425193863798
flamqxiu,5.99062817094049e-44,-99.52354781516914
agfu8mri,6.0817174443803966e-52,-117.92913770519601
apcbinj,6.622908954968157e-34,-76.39735846918549
cnraumevt,4.560178042476888e-43,-97.49379733157706
abnpilvu,1.4325586603060505e-45,-103.25686706636088
afluxbd5i,9.339470672311926e-54,-122.10534544424371
admentfurl,9.638923809565185e-47,-105.95568990634159
anrumiqf4,4.537823744900599e-56,-127.43231766188237
alhimx48,1.564351034965507e-52,-119.2869537718428
adcn54flmx,3.0606769510664314e-46,-104.80027816038994
firsaunzmp,1.990662509122877e-42,-96.02010640326158
arvipmnd,6.055567887449682e-35,-78.78950009400111
apelbkrmnt,8.229773937320967e-38,-85.39047498758826
adnfilt,1.8483935156348262e-32,-73.06840608389793
entsaifd,4.8277136853381236e-40,-90.52903072123902
agn9ri54me,2.673582692024392e-69,-157.89495201141045
bancyrvl,1.529673812391903e-26,-59.44215789968512
andle8tri,4.257995799071056e-51,-115.98304116282227
adlivkfx49,4.853558413685001e-58,-131.9702232641835
gle1fnrx5i,3.1074679661734856e-52,-118.60061659989316
abdu4nfl,1.4436071883836447e-40,-91.73625874650335
amnvkbui,3.229634928960688e-44,-100.14137498598083
aftc9nvle8,8.263265881436524e-55,-124.53036022012193
d1wven,4.531143471866552e-31,-69.86916355312796
advi5lmnx,4.2033758658175405e-44,-99.87785611172929
agtip15kn,1.5284124318249125e-52,-119.31019526525107
aldibxven,5.6124684283386e-47,-106.49650874290793
afruckex,1.1479919558527989e-45,-103.4783148939561
afdexml,3.381590323566253e-35,-79.37213214602092
arib5zlk,7.724476442702655e-44,-99.26935004565841
elaixm2nt,1.2156277132248113e-51,-117.23657916291543
antsmr1fuzd,2.580667649719264e-47,-107.27345122630317
alnickrt,2.5849232584584817e-36,-81.94336752751603
blefmiknd1,1.919982548252495e-46,-105.26659818117955
inazlux4,2.9026276691476695e-55,-125.57656369512483
antes5l8f,4.4017962746111805e-54,-122.85758231983344
amtivlfxu,3.323301598229394e-49,-111.62571081062691
alien05u8t,4.759165868083587e-72,-164.22605428048146
aizulef,3.913507871581226e-48,-109.15965033806181
anelixvrum,5.811526387704954e-59,-134.092677232956
arieu4nk,2.2929546252419526e-53,-121.20716871338563
dnectfvri,3.981377529809901e-39,-88.41919075433717
abminev19d4,2.711254330775916e-74,-169.3938855010662
alnumeri,2.548285811503922e-54,-123.40417411933933
rfilendmu,1.1706186734818672e-44,-101.15621170192989
alhenvk4,5.849089630065284e-46,-104.15262824738446
afd5zvnli,2.1089105699847502e-49,-112.08049806010084
arnumedk,4.181507855467587e-44,-99.88307217927601
adfeut1nk,6.157094539648877e-52,-117.91681983505559
apicn48e1,4.242850398301664e-65,-148.22279573748676
apdinbev,1.5456910992178256e-44,-100.87827296799352
aveniumx5,6.895340108206362e-63,-143.1320150218077
erifuzl,1.222111020680984e-41,-94.20540910451213
agmyi4x1,3.0543091053318726e-51,-116.31528632774987
almsi41u,1.781685979371071e-54,-123.7620349262439
afrsvxme85d,1.729271938027123e-54,-123.79189454681995
abile0uvdf,2.1885207344022826e-60,-137.371879727786
avewk4r,7.215986268504095e-44,-99.33744521190299
aviezxmn,1.3301701667626566e-42,-96.42326702676618
adbl91nm,1.9481513292673065e-41,-93.739107926124
compx54nea,1.8730212892243714e-60,-137.52755278986825
ahimev54,2.5014312024840712e-58,-132.6330723445916
donciwje,8.257581332331135e-45,-101.50519745698747
afen1vlu,3.8445833319239784e-53,-120.69034469780848
atmcild45,6.252044376175414e-53,-120.20410141823365
avtuxzm1,1.739105766866812e-49,-112.27329850267563
midn415lxf,7.679253343766916e-52,-117.69590251412073
alrubevnd,2.3050314484349978e-45,-102.78123486480385
drineluq,2.0501832008302178e-42,-95.99064475033389
adtmcnukf,5.788982847197292e-40,-90.34744711766861
jlinqrf,2.452194942737977e-24,-54.36505871337976
andce9l,1.0539882271704194e-38,-87.44565225338448
agindel,2.2404041582002306e-40,-91.29674744240205
abiu1rft,1.241070809173183e-46,-105.70293971497411
donumw4l,8.373516050052764e-43,-96.8860851247859
bitsuaern,2.914921855725021e-46,-104.84907126592448
ambecrun4,2.7640953803622464e-54,-123.3228816082779
avifubl,4.6246681744822e-40,-90.57199909742921
ledmfpr,1.5195919796098703e-24,-54.84360036750108
aimeb5n,2.9573351074469157e-47,-107.13721080943722
aredifk4n,9.600201785435836e-55,-124.38039599710339
anwuczvli,4.3419747663988634e-49,-111.35834029678472
ag1uv45k,6.279721146129939e-55,-124.80485453866076
bem9ua8r,4.596884247570157e-52,-118.20904609917675
aemulfnd,2.3504882566765473e-40,-91.24878064438818
apmcvikt9,4.8471306238218946e-48,-108.94569755779756
avenium1,3.8740913685810228e-59,-134.4982093368669
albinv5tm,1.7210249133590892e-45,-103.07340919151267
alterin,2.0664411967437962e-41,-93.68016091367437
govprzf,4.8712251631717125e-25,-55.98128184584941
bfilevuxm,3.4953367725377084e-46,-104.66748454830261
deluxwr4fm,4.981231445333585e-50,-113.5235775110545
airmwn,1.92182493981684e-30,-68.42427756572285
agicnut,1.1789633264482027e-41,-94.24135329732633
andilm4v5x,2.0016635614063996e-55,-125.94820149914723
agenfl4r,3.630591011721067e-43,-97.72176355057353
afmceli,4.34095785560142e-44,-99.84564906392163
atflix8nv,3.5905295724633223e-47,-106.94319966587798
dentruiafm,9.477779131029158e-49,-110.57771953676533
admixue,3.9158054456277176e-50,-113.76423360818146
miza18n,2.117846357755685e-43,-98.26075929538783
adbenu4,3.3244133776037043e-49,-111.625376325954
alimekvtn,6.424806086801687e-48,-108.6639180144309
agfeirul,2.71027767958793e-50,-114.13220355526724
alnuve1k8t,1.4368612095361076e-62,-142.3978147466806
arcnv4fike,1.1201943762164467e-56,-128.8312629872244
clziv4uf,4.844064595256145e-38,-85.92047937306525
andexf1lq,7.956408505794334e-46,-103.84493657242729
parstvle4w,1.9245555360011278e-45,-102.96163413404062
avidef14n,3.789231032703341e-59,-134.5203573818859
adquifnvx,6.001388665818802e-46,-104.12692339097401
aifevun,1.230022285525815e-46,-105.71188199019224
flpaynqx,2.5655273323547895e-28,-63.53021855867811
filmez5kan,3.378443887691428e-54,-123.12217980645173
fia5vnr,3.2512999919732126e-36,-81.71400843389146
demtnuia,3.657379176903694e-48,-109.22733764468708
aimy4enf,1.4930289806370772e-46,-105.51810734834801
aflirmvn,1.303148527464135e-35,-80.32569497430082
invasel,1.4249247202811462e-41,-94.05186982830358
chebl4ax,9.838172411624925e-40,-89.81713375647364
cheinaml,6.309055838508443e-40,-90.26141768380074
dnaimz4le,1.2002481113279181e-51,-117.24931144783423
refn42km,4.839007925043529e-41,-92.82927908720197
dilencmu5z,7.182425473524747e-52,-117.76278769999197
amelifunktd,4.449262941156629e-58,-132.05719694239562
apinumt4,2.395052696224315e-54,-123.46618978845876
drnxi5lu,1.5819781101810154e-41,-93.94731278030702
enfiatprk,3.472402167544084e-42,-95.46372728399386
rvta2ln9iz,1.554150943579244e-51,-116.99091036317753
afmlr4n,1.9128490525765003e-34,-77.63929938058102
agneliv,5.882649594552352e-42,-94.93656663401575
atecnirvu,6.266651313343261e-56,-127.10952307650018
av1i5nur,4.527440690342909e-56,-127.43460839684597
aiwulfkxvn,5.4746419667120045e-49,-111.12654267735182
enfqlavri,8.774824419534343e-47,-106.04961261073828
amebiv9nrfx,1.820494927207071e-59,-135.25341208450257
anic4l1r,2.320824260437597e-53,-121.19508752143348
crnapil9,1.7269725188698037e-42,-96.16220401935252
afemdv51,1.728159746866444e-50,-114.58219753749003
andbi54,1.7822180117333393e-45,-103.03847052212646
amliv24en9,1.4620392846252341e-69,-158.49853918515387
bifwlu4n,2.736878717326594e-42,-95.70175578893969
aflnvzru,7.768893214462294e-37,-83.14552072998731
a24i5nl,6.395213787614898e-49,-110.97111969180386
getimark,4.765871265427988e-42,-95.14709353846881
adv5bfun,2.1466749709621091e-44,-100.54982397183673
arzcnum,1.9360238523052555e-34,-77.62725685261346
goaifrjn,3.635538007462634e-37,-83.90489133319119
cmeanipl,4.007149763502186e-39,-88.41273842034374
adrenk54,1.727402195090865e-50,-114.5826359910906
anifl5mze4,1.8084108905907115e-62,-142.1678272669862
anfuzik24b,1.0556367210824164e-62,-142.7061316536597
agive5un,1.2476262741993827e-54,-124.1183522563544
mynivel59r,1.2374529456683153e-53,-121.823954737649
adeviw8mt,8.522306950503058e-54,-122.19690794865012
anteiulv,1.0727767445368177e-46,-105.84866390232769
abt9lvnp,1.4597508587725897e-37,-84.81738266429721
azvi9x4mlfr,3.030150533383417e-57,-130.13873800138876
amberknf9,1.497554250211799e-45,-103.21249590719427
tenfud0rmp,1.1392381528663297e-45,-103.48596943268828
ldfpmnke,1.2061763112476525e-28,-64.28492732114935
adhivmextub,1.3668494753731947e-59,-135.54001204808375
rets81fadl,4.494912305143668e-51,-115.92889358438605
areimvnd4f,8.581579138301901e-55,-124.4925621693544
apni9lvr,1.8501904362463007e-42,-96.09328533344598
ilanmevzf,2.0740503635442984e-47,-107.49199597791724
cimxvuk,8.385138983088904e-34,-76.16143219145535
adiumfxnt,5.73468609927645e-44,-99.56721107686974
adlibuen4,2.059867118594077e-61,-139.73504919745272
anrimfut,5.416659735278065e-44,-99.62426475127216
gzanbirl,3.7522209709174216e-33,-74.66296014522597
bidwelkta,3.2481850581161764e-44,-100.13564769504066
adlinxteu1,1.007554742748521e-60,-138.14757923104588
tolivpd1r4,4.24522120560395e-59,-134.40672655856014
athfnirv,3.997850762416848e-39,-88.4150617194461
arc1zv4lk,5.43811480783322e-46,-104.22548181959576
aidnexfvw,5.905119867325544e-50,-113.35343490096592
altyvk,1.0406106152785603e-25,-57.52481965391575
aftm5di,2.1212580699954627e-42,-95.95656456383236
adb9fk1,1.5759807134419363e-43,-98.5562812450469
bfinadmv4t,2.1981796874007572e-48,-109.73645486066434
iln5xfk8e,1.0075921668819608e-55,-126.63461662324178
dgmialvr,1.0520720254151512e-32,-73.63196139861405
atmcn5ir,9.243114893563106e-43,-96.7872800602061
alinef5rvd,2.074645337262203e-56,-128.21497499039404
alebmix,2.2940962877489645e-43,-98.18082000718228
anwsrful,6.762323344222291e-38,-85.58686701279302
atrilen,6.770117996057426e-41,-92.49347029672842
adtuvk5xfm,7.970627238238143e-52,-117.65866164608052
aneculf,2.0312085835243508e-42,-95.99994292851143
altvzui4m,1.123855000432427e-49,-112.70990481673236
brezvu48t,3.6369237241287706e-47,-106.93036117712967
agintvme,2.431204874888637e-45,-102.7279422169768
afmenku,2.31918192743578e-43,-98.16994449273449
altg9kdn,5.601891795541271e-36,-81.16995898646071
azfn5liu,4.610071187768257e-53,-120.50876662976293
alzimfr,2.0714130832919412e-32,-72.95449195249768
agleirud,5.681779221881899e-49,-111.08940512973655
abncv1fld,9.316465770801706e-37,-82.9638650931416
ahfiz48k,2.5540022619667026e-51,-116.49417809942987
almevuin,9.177310501099755e-49,-110.60993536873744
bazifuxqln,1.796716193678154e-45,-103.03036852280457
afniu1me4,1.667288945941329e-65,-149.1568321229665
adenmi4rv,1.0460898160413265e-52,-119.68936560753764
ainfpv8u,8.764941892505274e-51,-115.2610798538368
afrlv4mq9,5.1736760376320454e-46,-104.27533080944556
atlinev,3.177757302565631e-42,-95.55239820852967
roadnl9xip,8.050637132358348e-55,-124.55642887949718
apmu1zfq,1.404433880233798e-43,-98.67152470937519
a1dzn54iu,2.3330010262029263e-62,-141.91312033272754
aheibuf,2.7280349233069416e-47,-107.21791782902214
getsfina5,1.4144007708309477e-50,-114.78254869181325
novu2rtm,9.884944519988118e-40,-89.81239087570046
ad4iuek,2.850370670840884e-51,-116.38439069692866
dtfv8i4nk,5.637045469593531e-42,-94.97921383040777
adcniumt,1.359962803668045e-42,-96.40111655662007
amfc5v4rd,2.252746041800943e-45,-102.80417924965266
amedvin,3.0438786366311686e-41,-93.29285624325192
atncue,1.3368849455279972e-38,-87.20789129356174
avtinue4,2.578496603720927e-58,-132.60272887629966
binseru,8.927017674532538e-41,-92.2169064406645
alvienumr,1.3375095497141861e-52,-119.44361549595462
drilanmf,1.5507331721899966e-34,-77.84916532838628
af4urnize,5.687569355411936e-61,-138.71940769407593
ajevxmn4,1.0678166265614728e-46,-105.85329824990603
godfe5izxt,4.647065726058621e-50,-113.5930186559382
doavein9,2.7147367123432505e-55,-125.64348514118487
loit1f5nv,6.853946852090596e-51,-115.50701507356482
aebnr1k,1.8683581406624743e-40,-91.47834367420852
aienv5m4,1.6309924661726015e-56,-128.45557650318452
andvi48re,6.979226989583752e-58,-131.60699722949118
alreinut,1.135149498003403e-50,-115.00249029114019
admsixuklt5,4.4765982779879087e-60,-136.65624213458906
adixvmeu,1.3524264038115334e-53,-121.73510961335325
alncike5,1.3218763431743878e-51,-117.15278754333133
drawintu,1.1329437520030319e-41,-94.28116947712945
ndrivafx,1.1192925750936121e-33,-75.87261121243908
airlfux4v,7.647841972864286e-53,-120.00258641569269
afbntvprei,9.404559893011104e-49,-110.58547489005164
mianweltd9f,4.986286969421778e-55,-125.03548857618891
alwuxf,8.293721658345655e-33,-73.86980926694133
antufkm,3.082465178468824e-33,-74.85957840933364
eonafvxr9b,1.753392432268419e-59,-135.29096804251827
afzuvnk89q,1.8159539311177537e-55,-126.04556920314242
ip1xlvrn,3.8160417958279605e-35,-79.25126454848044
inet4qlav,2.052863324394276e-54,-123.62035945946019
artpink4,6.517712107296353e-45,-101.74180577416354
armednl8,3.285922569599792e-45,-102.42668172911957
adrlinek49,2.510200169966007e-63,-144.14249835967053
anel4xmv,1.1914725553642276e-46,-105.7437242941198
abneiu5f4,1.7305374461869483e-65,-149.1195990218131
anlibedku,4.332512726223017e-56,-127.47861752767767
alteikun,2.238458568878394e-49,-112.02088206661111
af5ukri,6.954294745401931e-48,-108.58472504601065
alwei5u4k,3.803111337076951e-61,-139.12187116800115
ariev5d4n,1.1355039869890043e-59,-135.72544389287253
agepru4mi,5.606398268135392e-60,-136.4311970862314
ainuvmrf8t,5.80304871384748e-55,-124.88379669490209
abnixrkm,4.783684347157267e-38,-85.93302250024763
femiurla,2.24411896009325e-49,-112.01835655793363
adnvmkr,5.24372886457393e-26,-58.2101795572137
alienurt,1.9070511566457048e-49,-112.18111140473098
atnuz4lx,6.783811200643873e-45,-101.70179011672349
adlunikv,2.6287971901488696e-45,-102.64980278530392
afrievxqu,2.905188969672375e-53,-120.97051149069503
aienr4uxt,2.4168346817821002e-55,-125.75972141339464
ambiuelk,1.8886924237099108e-46,-105.28302952739273
dimnetul,2.9240226425663494e-43,-97.93819871319067
apnmied,9.01056082668912e-40,-89.90500640516316
efnvlita,1.830923408623841e-45,-103.0115087502675
alfi9evr4u,1.5860452106018658e-66,-151.5093725087465
aglimnre,3.2436195112069816e-45,-102.43963934536808
ainscrxu4,6.386805778129939e-49,-110.9724352915265
almesurx1,2.7053206707949903e-56,-127.94954475496547
aniwelfu,9.667668302486118e-53,-119.76822277523542
amfex52,4.567940190861715e-50,-113.61019227050309
bgnvr5u4,8.425117988594182e-40,-89.97218623904055
edtu4nilv,2.5892050877394295e-53,-121.08565901601203
admui94fk,9.61035625250751e-56,-126.68192391435092
anikl4j,1.3349128419441692e-41,-94.11712280996815
trafq0m1d,4.792521811480927e-44,-99.74668734464097
anexukiz,3.562025731585176e-53,-120.76668051992806
cienta1m,4.0301504288853754e-45,-102.22252548220327
afcnd5vri,1.397305894107496e-46,-105.58436825641883
gzd9i4rf,2.270696588504057e-37,-84.37556178917808
afrei9nv8um4,3.2934569717373934e-78,-178.40969948912306
aempir9n,1.1572195658566024e-48,-110.37806426180728
mrvilxf,2.7290739080742316e-25,-56.56066500101668
dramlf4nuz,2.678973480463318e-45,-102.63089549326176
anwlubfx,1.366409505166506e-40,-91.79121721937663
kraizmle,1.5631955059780556e-40,-91.65667159234567
apnci5xeu,1.0384910513921886e-60,-138.1173368322046
arnilvmu54,1.2714482238664835e-61,-140.21753408809982
amibn5v,6.5327275957772524e-43,-97.13433444040595
adluw4qf,5.074677933204772e-44,-99.6894810302614
albi4ftr,4.734557157332119e-40,-90.5485155228762
advisrlm,1.0420448783656936e-35,-80.54929324293904
avnierl8ud,4.121144584205297e-60,-136.73897464316352
agtimun,1.5091731394260064e-42,-96.29701199468923
advslf5nm8i,3.7540377470483115e-57,-129.9245183073928
doavif5mw,1.5857955518361177e-52,-119.27333862883492
artsmxfnu,3.8507475595280686e-39,-88.4525513260109
agbir4um,1.708359836334003e-50,-114.59372089951465
bftunaxim,4.1472815276434695e-47,-106.79904630469876
grtanumfl,4.3671742201300485e-34,-76.81377699339559
armulikf4,1.612461908650691e-55,-126.16441796780595
aei58vf,1.0011158556680676e-50,-115.12813941613841
azme5vrfd9,6.816225363684446e-56,-127.0254593547653
dgmif4vx,4.271445864015055e-36,-81.4411109680209
biteuran,3.73452036084286e-48,-109.20646507082066
ailuv84frd,1.0764433364930811e-57,-131.173687901016
afti5vnkq,7.108206090177307e-45,-101.65507928074386
amenzir,2.5922607847616913e-41,-93.45345842792186
adnvxelf,5.198249473917217e-38,-85.8499116044935
atedxnfiqu,1.0747489364055524e-58,-133.4778483068812
elacfind1,7.051548456444734e-55,-124.68893288275348
amelri4,1.222803196496304e-49,-112.6255236315977
anierq1kd,3.834047782879184e-52,-118.39050372821313
aldeizu8,3.440477794874356e-56,-127.70915485206729
petswln4i,1.7339908190204623e-44,-100.76331850807622
aenicklxqt,5.8537258010530045e-46,-104.15183593014122
ajnielu4r,1.2205901428519895e-59,-135.65318602121093
ad1inxk,1.9248782521870735e-39,-89.14595590664523
anrulemq,7.00133326299129e-45,-101.6702285876715
anecuitf,7.460843419142821e-51,-115.422171276005
abtpme,1.666843009491336e-34,-77.77696173793379
pitndxu,1.3299308536426437e-33,-75.70018111766373
avizurf5,9.322641185833592e-53,-119.80456395109607
alvuxrnzi,4.518834693894005e-47,-106.7132452212004
airudkn84e,8.243708902918487e-68,-154.46633597136517
advfrinmeu,2.1182013122408655e-56,-128.19419791673178
animuxrv,2.1520355817588497e-46,-105.1525001012887
abnemr9fk,7.191578355266456e-48,-108.55117379517306
anizf5vutj,2.1224111662813178e-58,-132.7973826086693
azfni4ukl9t,4.4047936727515626e-63,-143.58016743966368
gdevri5,2.4958435264352573e-39,-88.88619186795515
ahibnxm1u,7.514521432442968e-54,-122.3227576821456
gonaplkf,6.321130540370968e-34,-76.44399508666635
edvuriklm,5.428948551559194e-45,-101.92458370644985
arezlikm,1.3841422553001252e-44,-100.98866345420313
aldztnv9,6.114649406483377e-36,-81.08237591365344
bardinu9x,1.0401386241145918e-50,-115.08990065301377
ctmaivlu,4.791303118634828e-40,-90.53660129551847
andfiue84z,1.3706959538605328e-61,-140.14237206626416
anweilm9xzr,2.7344225261425395e-60,-137.14918530824067
entapumx9d,1.2622043504329495e-56,-128.711905530798
alimvrnu9,2.942355276687257e-54,-123.26038464652936
cimalvu9,6.302848027317261e-49,-110.98566795763449
perstum,1.497514338045623e-30,-68.6737461642049
admsinux9,2.851757856143861e-57,-130.1994147048884
alebizu4vm,4.306026676138723e-63,-143.60284526459304
rfvnix1,6.568240314926048e-37,-83.31340248054647
avrie9mn,1.797310884636054e-47,-107.63520777585845
adinflvx9,3.8866108504406294e-48,-109.16654693251317
evil45nz,7.328452663585811e-48,-108.53232006647262
ailgemnt5,1.403793345323353e-52,-119.39524673086089
drafu45m,3.121774920606045e-45,-102.47792745985466
jepidualv,2.749133202833547e-50,-114.11796898667906
nomiferpvd,2.877984411524582e-48,-109.46699427169017
alefn4rxi,3.3518054678703754e-57,-130.03785115436972
abfintle,5.68692145469838e-45,-101.87816012787988
alfenbr,2.78530769225565e-32,-72.65836462657396
atminuklr,1.4191163709372823e-46,-105.56887987379358
lydaxnzfie,7.294057389673414e-48,-108.53702450329266
kinfpr4a,5.745494227314445e-41,-92.65757287777245
linzr8a,1.5632666702938022e-39,-89.35404097549
andf5m4xr,4.11379381999719e-47,-106.80715369742072
agnievz8xd9,1.4836028377678486e-66,-151.5761426582175
avnerlik,1.87954971688857e-44,-100.68271185587712
idflvqnxr,1.2807674363783278e-31,-71.13267842487741
aimszlv8n,3.1135918845252176e-45,-102.4805521781862
afm9l4uz,1.2776196118101332e-49,-112.58167088839852
arimbld9,4.731918074842913e-43,-97.45682836578638
azmenld,1.5994836312691357e-32,-73.2130421291092
fitd5knxu,1.076750292874831e-47,-108.14755185376919
adnclik8,1.239454167385273e-44,-101.09907299662459
ambc1uv5i,1.7267764684268744e-58,-133.00367903632022
andime9t,1.3238514975729272e-48,-110.24353917444398
pdilnamre,9.261584278485242e-48,-108.29820934130072
abneimk,1.066879974999648e-40,-92.03866524205473
myfnklzi,5.706379304515421e-27,-60.428212785578786
agenduita,3.072611455678981e-60,-137.0325777426013
adnsietk,3.061474551329808e-41,-93.28709213333869
ajr5nupil,3.1276756544029654e-55,-125.50188998841338
alcexiun4,5.689776573236579e-63,-143.3241898778241
apce1ql,6.776478726061473e-39,-87.88736102166844
bricfzn4,1.163830542610446e-36,-82.74134659102427
aftim1eu5,1.8411272248695548e-64,-146.7550679453627
airlex,3.214454884924273e-38,-86.3305757441383
aeivdunmrt,2.723910163733977e-51,-116.42977133449256
antiscreu,1.3627684047885238e-50,-114.81973642720766
avnuxb,7.7539407050014e-34,-76.23969196959877
agmedl5i,9.151643111504271e-51,-115.21790630450278
albiznre,1.9176598625004255e-45,-102.96522356367387
elindafr8q,1.026985280402435e-54,-124.31296742345167
amebnklfi,1.9719411406352746e-46,-105.23989586953914
lonhipf4zr,1.0637122114959575e-47,-108.15973449430378
rlin1epv,2.4497131661298564e-42,-95.81260296309614
afculen,2.900416036193445e-42,-95.64371971829064
riedhun2,8.252569908483661e-50,-113.01872999380439
admuiknrjf,2.8084301585754226e-47,-107.18887370591317
cnmed8t,5.625021462389002e-32,-71.95549821219043
adnicvfx,6.886352610798359e-40,-90.17386214924419
itecnkj5,5.2080718924789914e-46,-104.26870456867567
apmeinbxzu,2.959338257863485e-59,-134.76755480483894
alcujxi4n,2.2277197329015294e-53,-121.23603140766417
egisvxkl,3.533369258268857e-36,-81.63081146795284
admslruvn,7.710362832001094e-38,-85.45566828738346
dilesunx,1.6015006417292694e-43,-98.54021790797184
ageublinx,1.536770114110353e-51,-117.00215685724406
advlinf,1.4211358326287983e-33,-75.6338516347926
pemfr4an,7.417948752109332e-39,-87.79691605631021
ahzileuqrn8,1.0018147259014e-66,-151.96880305633127
aermnvtx5,2.340293381101063e-47,-107.3712230726706
jnziels9u,1.401985312258253e-49,-112.48878024442871
ktdenmizxa,5.419630114626914e-50,-113.43922708111327
bdnsaim,2.341716798454714e-29,-65.92408336191203
abeifl,3.788259135652004e-36,-81.56115676517862
ativewl9n,7.895898421774384e-56,-126.87842177013505
alrinuxt,1.843716817544162e-44,-100.70196054805815
aenuvl849,5.313214164718777e-65,-147.99783408839158
bfnivkal4,1.0284107949313496e-48,-110.49606977053807
todif4ea,1.6689332991807624e-55,-126.1299954353326
adnslver,2.002891075628006e-34,-77.59330148720763
